text,features,materials,style
"It is primarily built using mosaic, wood and tile. This structure exemplifies the Modernist architectural style.",columns;roofs;towers;minarets,mosaic;wood;tile,Modernist
"The building showcases domes, balconies and buttresses. It is primarily built using mosaic, tile and concrete. With its use of mosaic, tile, concrete and distinctive domes, the design stands out. This structure exemplifies the Romanesque architectural style.",domes;balconies;buttresses,mosaic;tile;concrete,Romanesque
"The building showcases minarets and vaults. With its use of tile, mosaic, brick and distinctive minarets, the design stands out. This structure exemplifies the Gothic architectural style. It is primarily built using tile, mosaic and brick.",minarets;vaults,tile;mosaic;brick,Gothic
"It is primarily built using concrete and brick. With its use of concrete, brick and distinctive towers, the design stands out. The building showcases towers, stained glass, columns and domes. This structure exemplifies the Modernist architectural style.",towers;stained glass;columns;domes,concrete;brick,Modernist
"The building showcases roofs and vaults. It is primarily built using brick and tile. With its use of brick, tile and distinctive roofs, the design stands out. This structure exemplifies the Byzantine architectural style.",roofs;vaults,brick;tile,Byzantine
"It is primarily built using brick, concrete and stone. The building showcases roofs and domes. With its use of brick, concrete, stone and distinctive roofs, the design stands out.",roofs;domes,brick;concrete;stone,Baroque
"With its use of glass, wood, marble and distinctive vaults, the design stands out. It is primarily built using glass, wood and marble. The building showcases vaults, minarets, stained glass and roofs.",vaults;minarets;stained glass;roofs,glass;wood;marble,Gothic
The building showcases buttresses and vaults. This structure exemplifies the Modernist architectural style.,buttresses;vaults,mosaic;concrete;wood,Modernist
"It is primarily built using tile and mosaic. This structure exemplifies the Neoclassical architectural style. The building showcases minarets, buttresses, roofs and vaults. With its use of tile, mosaic and distinctive minarets, the design stands out.",minarets;buttresses;roofs;vaults,tile;mosaic,Neoclassical
"The building showcases roofs, balconies, domes and buttresses. With its use of plaster, stone, brick and distinctive roofs, the design stands out. This structure exemplifies the Neoclassical architectural style.",roofs;balconies;domes;buttresses,plaster;stone;brick,Neoclassical
"With its use of wood, marble, brick and distinctive domes, the design stands out. It is primarily built using wood, marble and brick.",domes;towers,wood;marble;brick,Baroque
"The building showcases arches, vaults and towers. It is primarily built using concrete and mosaic.",arches;vaults;towers,concrete;mosaic,Islamic
"With its use of stone, tile and distinctive domes, the design stands out. It is primarily built using stone and tile. The building showcases domes and minarets.",domes;minarets,stone;tile,Byzantine
"The building showcases buttresses, roofs and domes. This structure exemplifies the Baroque architectural style. It is primarily built using tile, mosaic and marble.",buttresses;roofs;domes,tile;mosaic;marble,Baroque
"This structure exemplifies the Medieval architectural style. The building showcases domes, vaults and balconies. It is primarily built using stone, marble and plaster. With its use of stone, marble, plaster and distinctive domes, the design stands out.",domes;vaults;balconies,stone;marble;plaster,Medieval
"With its use of concrete, wood, marble and distinctive towers, the design stands out. This structure exemplifies the Modernist architectural style. It is primarily built using concrete, wood and marble.",towers;vaults,concrete;wood;marble,Modernist
The building showcases balconies and vaults. It is primarily built using brick and stone.,balconies;vaults,brick;stone,Islamic
"This structure exemplifies the Baroque architectural style. It is primarily built using brick and wood. With its use of brick, wood and distinctive arches, the design stands out. The building showcases arches, columns, roofs and vaults.",arches;columns;roofs;vaults,brick;wood,Baroque
"The building showcases towers, minarets, balconies and arches. With its use of glass, stone, mosaic and distinctive towers, the design stands out. This structure exemplifies the Gothic architectural style.",towers;minarets;balconies;arches,glass;stone;mosaic,Gothic
"This structure exemplifies the Byzantine architectural style. It is primarily built using mosaic and brick. With its use of mosaic, brick and distinctive roofs, the design stands out. The building showcases roofs, columns and balconies.",roofs;columns;balconies,mosaic;brick,Byzantine
"With its use of concrete, marble and distinctive vaults, the design stands out. This structure exemplifies the Baroque architectural style. It is primarily built using concrete and marble.",vaults;arches;minarets,concrete;marble,Baroque
"It is primarily built using glass, wood and plaster. With its use of glass, wood, plaster and distinctive columns, the design stands out. The building showcases columns, buttresses, towers and minarets. This structure exemplifies the Romanesque architectural style.",columns;buttresses;towers;minarets,glass;wood;plaster,Romanesque
"This structure exemplifies the Byzantine architectural style. It is primarily built using concrete and plaster. With its use of concrete, plaster and distinctive towers, the design stands out.",towers;stained glass,concrete;plaster,Byzantine
"With its use of glass, tile, concrete and distinctive towers, the design stands out. The building showcases towers and balconies. It is primarily built using glass, tile and concrete.",towers;balconies,glass;tile;concrete,Islamic
"The building showcases arches, towers and minarets. It is primarily built using wood and stone. This structure exemplifies the Neoclassical architectural style. With its use of wood, stone and distinctive arches, the design stands out.",arches;towers;minarets,wood;stone,Neoclassical
"The building showcases roofs, buttresses and domes. With its use of glass, brick and distinctive roofs, the design stands out. It is primarily built using glass and brick.",roofs;buttresses;domes,glass;brick,Byzantine
"This structure exemplifies the Modernist architectural style. It is primarily built using stone, tile and marble.",columns;buttresses;minarets,stone;tile;marble,Modernist
"The building showcases buttresses, columns and vaults. With its use of glass, marble and distinctive buttresses, the design stands out. It is primarily built using glass and marble.",buttresses;columns;vaults,glass;marble,Baroque
"The building showcases balconies, vaults, stained glass and towers. With its use of marble, tile, plaster and distinctive balconies, the design stands out. This structure exemplifies the Gothic architectural style. It is primarily built using marble, tile and plaster.",balconies;vaults;stained glass;towers,marble;tile;plaster,Gothic
"With its use of wood, tile and distinctive stained glass, the design stands out. This structure exemplifies the Islamic architectural style. It is primarily built using wood and tile. The building showcases stained glass, buttresses, arches and roofs.",stained glass;buttresses;arches;roofs,wood;tile,Islamic
"The building showcases buttresses, columns, domes and balconies. It is primarily built using plaster, wood and brick. This structure exemplifies the Modernist architectural style. With its use of plaster, wood, brick and distinctive buttresses, the design stands out.",buttresses;columns;domes;balconies,plaster;wood;brick,Modernist
"With its use of wood, glass, brick and distinctive roofs, the design stands out. It is primarily built using wood, glass and brick.",roofs;arches,wood;glass;brick,Neoclassical
"This structure exemplifies the Renaissance architectural style. It is primarily built using glass, stone and mosaic. The building showcases balconies and towers.",balconies;towers,glass;stone;mosaic,Renaissance
"It is primarily built using wood, plaster and mosaic. This structure exemplifies the Gothic architectural style. With its use of wood, plaster, mosaic and distinctive domes, the design stands out.",domes;balconies,wood;plaster;mosaic,Gothic
"It is primarily built using mosaic, brick and plaster. With its use of mosaic, brick, plaster and distinctive balconies, the design stands out. The building showcases balconies, domes and towers. This structure exemplifies the Neoclassical architectural style.",balconies;domes;towers,mosaic;brick;plaster,Neoclassical
"It is primarily built using brick, tile and plaster. This structure exemplifies the Romanesque architectural style. With its use of brick, tile, plaster and distinctive columns, the design stands out. The building showcases columns, minarets and stained glass.",columns;minarets;stained glass,brick;tile;plaster,Romanesque
"The building showcases arches, columns and domes. With its use of plaster, tile, wood and distinctive arches, the design stands out.",arches;columns;domes,plaster;tile;wood,Romanesque
"It is primarily built using marble and glass. With its use of marble, glass and distinctive vaults, the design stands out.",vaults;roofs;stained glass;balconies,marble;glass,Romanesque
"This structure exemplifies the Medieval architectural style. The building showcases buttresses, domes and roofs. It is primarily built using wood and concrete. With its use of wood, concrete and distinctive buttresses, the design stands out.",buttresses;domes;roofs,wood;concrete,Medieval
"The building showcases buttresses, minarets, balconies and vaults. It is primarily built using stone and brick. With its use of stone, brick and distinctive buttresses, the design stands out.",buttresses;minarets;balconies;vaults,stone;brick,Modernist
"It is primarily built using plaster and glass. With its use of plaster, glass and distinctive vaults, the design stands out. The building showcases vaults, buttresses and balconies. This structure exemplifies the Renaissance architectural style.",vaults;buttresses;balconies,plaster;glass,Renaissance
"This structure exemplifies the Gothic architectural style. With its use of glass, marble, concrete and distinctive buttresses, the design stands out.",buttresses;domes;arches;stained glass,glass;marble;concrete,Gothic
This structure exemplifies the Romanesque architectural style. It is primarily built using mosaic and plaster. The building showcases buttresses and stained glass.,buttresses;stained glass,mosaic;plaster,Romanesque
"It is primarily built using mosaic and marble. The building showcases minarets, stained glass and columns. With its use of mosaic, marble and distinctive minarets, the design stands out.",minarets;stained glass;columns,mosaic;marble,Islamic
"The building showcases buttresses, towers and stained glass. It is primarily built using tile, mosaic and brick. With its use of tile, mosaic, brick and distinctive buttresses, the design stands out. This structure exemplifies the Romanesque architectural style.",buttresses;towers;stained glass,tile;mosaic;brick,Romanesque
"The building showcases minarets and vaults. With its use of glass, brick and distinctive minarets, the design stands out. It is primarily built using glass and brick.",minarets;vaults,glass;brick,Modernist
"With its use of wood, tile and distinctive buttresses, the design stands out. This structure exemplifies the Baroque architectural style. It is primarily built using wood and tile. The building showcases buttresses, arches and vaults.",buttresses;arches;vaults,wood;tile,Baroque
"With its use of plaster, concrete and distinctive columns, the design stands out. It is primarily built using plaster and concrete.",columns;vaults,plaster;concrete,Byzantine
"The building showcases vaults, balconies and arches. This structure exemplifies the Renaissance architectural style. It is primarily built using concrete and brick.",vaults;balconies;arches,concrete;brick,Renaissance
"The building showcases minarets, domes and stained glass. This structure exemplifies the Renaissance architectural style. With its use of concrete, glass, marble and distinctive minarets, the design stands out. It is primarily built using concrete, glass and marble.",minarets;domes;stained glass,concrete;glass;marble,Renaissance
"The building showcases minarets and vaults. It is primarily built using glass and concrete. With its use of glass, concrete and distinctive minarets, the design stands out.",minarets;vaults,glass;concrete,Neoclassical
"It is primarily built using brick and tile. With its use of brick, tile and distinctive towers, the design stands out.",towers;domes;vaults,brick;tile,Islamic
"This structure exemplifies the Romanesque architectural style. It is primarily built using concrete and wood. With its use of concrete, wood and distinctive roofs, the design stands out. The building showcases roofs and domes.",roofs;domes,concrete;wood,Romanesque
"This structure exemplifies the Modernist architectural style. The building showcases roofs, columns, towers and minarets. It is primarily built using wood and stone.",roofs;columns;towers;minarets,wood;stone,Modernist
"This structure exemplifies the Baroque architectural style. It is primarily built using tile, plaster and concrete.",arches;stained glass;minarets,tile;plaster;concrete,Baroque
"The building showcases balconies and buttresses. With its use of tile, glass, wood and distinctive balconies, the design stands out. It is primarily built using tile, glass and wood. This structure exemplifies the Baroque architectural style.",balconies;buttresses,tile;glass;wood,Baroque
"With its use of marble, glass, concrete and distinctive roofs, the design stands out. It is primarily built using marble, glass and concrete. The building showcases roofs, towers and vaults. This structure exemplifies the Gothic architectural style.",roofs;towers;vaults,marble;glass;concrete,Gothic
"With its use of glass, tile, marble and distinctive towers, the design stands out. This structure exemplifies the Baroque architectural style. The building showcases towers and arches.",towers;arches,glass;tile;marble,Baroque
"It is primarily built using glass, mosaic and tile. With its use of glass, mosaic, tile and distinctive balconies, the design stands out. The building showcases balconies, roofs and towers.",balconies;roofs;towers,glass;mosaic;tile,Renaissance
This structure exemplifies the Byzantine architectural style. The building showcases buttresses and towers.,buttresses;towers,concrete;brick,Byzantine
"This structure exemplifies the Gothic architectural style. It is primarily built using brick, tile and marble.",domes;vaults;arches,brick;tile;marble,Gothic
"This structure exemplifies the Byzantine architectural style. With its use of wood, concrete and distinctive stained glass, the design stands out.",stained glass;columns,wood;concrete,Byzantine
"This structure exemplifies the Byzantine architectural style. It is primarily built using glass and wood. With its use of glass, wood and distinctive balconies, the design stands out. The building showcases balconies, minarets, vaults and stained glass.",balconies;minarets;vaults;stained glass,glass;wood,Byzantine
"This structure exemplifies the Romanesque architectural style. The building showcases domes, vaults and roofs.",domes;vaults;roofs,plaster;glass;marble,Romanesque
"The building showcases towers and vaults. With its use of marble, mosaic, glass and distinctive towers, the design stands out.",towers;vaults,marble;mosaic;glass,Renaissance
"This structure exemplifies the Islamic architectural style. It is primarily built using plaster and tile. The building showcases buttresses and arches. With its use of plaster, tile and distinctive buttresses, the design stands out.",buttresses;arches,plaster;tile,Islamic
"With its use of glass, tile and distinctive arches, the design stands out. This structure exemplifies the Renaissance architectural style. It is primarily built using glass and tile. The building showcases arches, vaults and balconies.",arches;vaults;balconies,glass;tile,Renaissance
"The building showcases arches, vaults and buttresses. With its use of concrete, stone and distinctive arches, the design stands out. This structure exemplifies the Islamic architectural style. It is primarily built using concrete and stone.",arches;vaults;buttresses,concrete;stone,Islamic
"This structure exemplifies the Romanesque architectural style. The building showcases vaults, stained glass and buttresses. It is primarily built using mosaic and glass. With its use of mosaic, glass and distinctive vaults, the design stands out.",vaults;stained glass;buttresses,mosaic;glass,Romanesque
"With its use of brick, wood, concrete and distinctive roofs, the design stands out. The building showcases roofs, domes, columns and towers. It is primarily built using brick, wood and concrete.",roofs;domes;columns;towers,brick;wood;concrete,Gothic
"The building showcases roofs and domes. It is primarily built using wood, plaster and marble. This structure exemplifies the Medieval architectural style.",roofs;domes,wood;plaster;marble,Medieval
"This structure exemplifies the Modernist architectural style. It is primarily built using stone and glass. The building showcases buttresses and towers. With its use of stone, glass and distinctive buttresses, the design stands out.",buttresses;towers,stone;glass,Modernist
"This structure exemplifies the Byzantine architectural style. With its use of plaster, tile and distinctive minarets, the design stands out. It is primarily built using plaster and tile. The building showcases minarets, stained glass, buttresses and towers.",minarets;stained glass;buttresses;towers,plaster;tile,Byzantine
"The building showcases roofs, buttresses, vaults and arches. It is primarily built using plaster and brick. With its use of plaster, brick and distinctive roofs, the design stands out. This structure exemplifies the Renaissance architectural style.",roofs;buttresses;vaults;arches,plaster;brick,Renaissance
The building showcases domes and arches. It is primarily built using concrete and mosaic.,domes;arches,concrete;mosaic,Islamic
"This structure exemplifies the Byzantine architectural style. It is primarily built using wood, concrete and mosaic. With its use of wood, concrete, mosaic and distinctive buttresses, the design stands out.",buttresses;vaults;stained glass;towers,wood;concrete;mosaic,Byzantine
"The building showcases roofs, domes and buttresses. It is primarily built using mosaic, concrete and tile. This structure exemplifies the Modernist architectural style.",roofs;domes;buttresses,mosaic;concrete;tile,Modernist
"It is primarily built using tile, wood and plaster. This structure exemplifies the Gothic architectural style. The building showcases vaults, roofs, arches and towers. With its use of tile, wood, plaster and distinctive vaults, the design stands out.",vaults;roofs;arches;towers,tile;wood;plaster,Gothic
"With its use of plaster, stone and distinctive minarets, the design stands out. The building showcases minarets and stained glass. This structure exemplifies the Gothic architectural style.",minarets;stained glass,plaster;stone,Gothic
"This structure exemplifies the Baroque architectural style. With its use of brick, glass, stone and distinctive arches, the design stands out. It is primarily built using brick, glass and stone.",arches;buttresses;roofs,brick;glass;stone,Baroque
"The building showcases balconies, minarets, buttresses and roofs. It is primarily built using concrete and marble.",balconies;minarets;buttresses;roofs,concrete;marble,Byzantine
"The building showcases vaults, stained glass and arches. It is primarily built using stone, tile and glass.",vaults;stained glass;arches,stone;tile;glass,Gothic
"This structure exemplifies the Gothic architectural style. The building showcases buttresses, arches, columns and towers.",buttresses;arches;columns;towers,glass;tile;stone,Gothic
"This structure exemplifies the Romanesque architectural style. With its use of marble, tile, brick and distinctive columns, the design stands out.",columns;buttresses,marble;tile;brick,Romanesque
"It is primarily built using plaster and concrete. This structure exemplifies the Islamic architectural style. With its use of plaster, concrete and distinctive vaults, the design stands out. The building showcases vaults and domes.",vaults;domes,plaster;concrete,Islamic
"With its use of glass, marble, tile and distinctive roofs, the design stands out. It is primarily built using glass, marble and tile.",roofs;stained glass,glass;marble;tile,Medieval
"It is primarily built using plaster, concrete and mosaic. With its use of plaster, concrete, mosaic and distinctive roofs, the design stands out. This structure exemplifies the Baroque architectural style. The building showcases roofs and vaults.",roofs;vaults,plaster;concrete;mosaic,Baroque
"With its use of glass, concrete and distinctive minarets, the design stands out. It is primarily built using glass and concrete. This structure exemplifies the Byzantine architectural style.",minarets;stained glass;arches;vaults,glass;concrete,Byzantine
"It is primarily built using plaster and tile. With its use of plaster, tile and distinctive vaults, the design stands out.",vaults;arches;balconies;towers,plaster;tile,Romanesque
"It is primarily built using marble, wood and concrete. The building showcases arches, domes, towers and stained glass. This structure exemplifies the Byzantine architectural style.",arches;domes;towers;stained glass,marble;wood;concrete,Byzantine
This structure exemplifies the Renaissance architectural style. The building showcases domes and balconies.,domes;balconies,mosaic;concrete;stone,Renaissance
"The building showcases buttresses, minarets and vaults. With its use of tile, concrete, brick and distinctive buttresses, the design stands out. It is primarily built using tile, concrete and brick. This structure exemplifies the Byzantine architectural style.",buttresses;minarets;vaults,tile;concrete;brick,Byzantine
"With its use of plaster, glass and distinctive balconies, the design stands out. The building showcases balconies and roofs. This structure exemplifies the Islamic architectural style.",balconies;roofs,plaster;glass,Islamic
"With its use of tile, plaster, concrete and distinctive columns, the design stands out. The building showcases columns and roofs. This structure exemplifies the Neoclassical architectural style. It is primarily built using tile, plaster and concrete.",columns;roofs,tile;plaster;concrete,Neoclassical
"With its use of tile, marble and distinctive columns, the design stands out. The building showcases columns and minarets. It is primarily built using tile and marble. This structure exemplifies the Gothic architectural style.",columns;minarets,tile;marble,Gothic
"This structure exemplifies the Romanesque architectural style. The building showcases minarets and towers. It is primarily built using brick, concrete and wood.",minarets;towers,brick;concrete;wood,Romanesque
"With its use of glass, mosaic, stone and distinctive balconies, the design stands out. This structure exemplifies the Romanesque architectural style.",balconies;towers;minarets;vaults,glass;mosaic;stone,Romanesque
"This structure exemplifies the Renaissance architectural style. The building showcases towers, vaults, columns and balconies. It is primarily built using mosaic and glass. With its use of mosaic, glass and distinctive towers, the design stands out.",towers;vaults;columns;balconies,mosaic;glass,Renaissance
"The building showcases arches and buttresses. With its use of stone, concrete and distinctive arches, the design stands out.",arches;buttresses,stone;concrete,Islamic
"The building showcases roofs, towers and vaults. It is primarily built using plaster, marble and brick. This structure exemplifies the Medieval architectural style. With its use of plaster, marble, brick and distinctive roofs, the design stands out.",roofs;towers;vaults,plaster;marble;brick,Medieval
"With its use of tile, brick, stone and distinctive stained glass, the design stands out. This structure exemplifies the Gothic architectural style.",stained glass;columns;minarets;roofs,tile;brick;stone,Gothic
"The building showcases balconies, minarets, vaults and stained glass. This structure exemplifies the Modernist architectural style. It is primarily built using glass, concrete and marble. With its use of glass, concrete, marble and distinctive balconies, the design stands out.",balconies;minarets;vaults;stained glass,glass;concrete;marble,Modernist
"With its use of glass, mosaic and distinctive arches, the design stands out. It is primarily built using glass and mosaic.",arches;vaults;towers;roofs,glass;mosaic,Medieval
"It is primarily built using glass and brick. This structure exemplifies the Neoclassical architectural style. With its use of glass, brick and distinctive buttresses, the design stands out. The building showcases buttresses, columns and roofs.",buttresses;columns;roofs,glass;brick,Neoclassical
"The building showcases columns and minarets. With its use of brick, plaster, glass and distinctive columns, the design stands out.",columns;minarets,brick;plaster;glass,Renaissance
"The building showcases arches, minarets and towers. This structure exemplifies the Byzantine architectural style. With its use of concrete, glass and distinctive arches, the design stands out.",arches;minarets;towers,concrete;glass,Byzantine
"The building showcases towers, stained glass, domes and arches. It is primarily built using wood and stone. This structure exemplifies the Renaissance architectural style.",towers;stained glass;domes;arches,wood;stone,Renaissance
"With its use of concrete, plaster and distinctive vaults, the design stands out. The building showcases vaults and arches. This structure exemplifies the Modernist architectural style. It is primarily built using concrete and plaster.",vaults;arches,concrete;plaster,Modernist
"The building showcases towers, roofs, minarets and stained glass. With its use of mosaic, tile and distinctive towers, the design stands out.",towers;roofs;minarets;stained glass,mosaic;tile,Renaissance
"The building showcases columns, domes, arches and roofs. This structure exemplifies the Gothic architectural style. With its use of tile, mosaic and distinctive columns, the design stands out.",columns;domes;arches;roofs,tile;mosaic,Gothic
"It is primarily built using stone and plaster. The building showcases vaults, towers, arches and columns. This structure exemplifies the Gothic architectural style.",vaults;towers;arches;columns,stone;plaster,Gothic
"With its use of wood, stone and distinctive towers, the design stands out. The building showcases towers, vaults, minarets and roofs.",towers;vaults;minarets;roofs,wood;stone,Medieval
"With its use of glass, concrete and distinctive domes, the design stands out. This structure exemplifies the Islamic architectural style. It is primarily built using glass and concrete.",domes;arches,glass;concrete,Islamic
"This structure exemplifies the Islamic architectural style. It is primarily built using plaster, tile and stone. With its use of plaster, tile, stone and distinctive minarets, the design stands out. The building showcases minarets, stained glass, balconies and columns.",minarets;stained glass;balconies;columns,plaster;tile;stone,Islamic
"It is primarily built using mosaic, marble and plaster. This structure exemplifies the Renaissance architectural style. With its use of mosaic, marble, plaster and distinctive balconies, the design stands out. The building showcases balconies, stained glass and columns.",balconies;stained glass;columns,mosaic;marble;plaster,Renaissance
"With its use of mosaic, tile and distinctive domes, the design stands out. This structure exemplifies the Gothic architectural style. The building showcases domes, towers, stained glass and minarets.",domes;towers;stained glass;minarets,mosaic;tile,Gothic
"It is primarily built using brick, plaster and glass. With its use of brick, plaster, glass and distinctive stained glass, the design stands out. The building showcases stained glass and domes. This structure exemplifies the Modernist architectural style.",stained glass;domes,brick;plaster;glass,Modernist
"The building showcases roofs, arches and columns. With its use of marble, wood, plaster and distinctive roofs, the design stands out.",roofs;arches;columns,marble;wood;plaster,Romanesque
"The building showcases towers, stained glass, domes and roofs. It is primarily built using brick, glass and wood. With its use of brick, glass, wood and distinctive towers, the design stands out.",towers;stained glass;domes;roofs,brick;glass;wood,Modernist
"With its use of stone, concrete, marble and distinctive vaults, the design stands out. The building showcases vaults, arches, stained glass and balconies.",vaults;arches;stained glass;balconies,stone;concrete;marble,Medieval
"This structure exemplifies the Islamic architectural style. The building showcases stained glass, minarets and balconies. It is primarily built using concrete, glass and wood. With its use of concrete, glass, wood and distinctive stained glass, the design stands out.",stained glass;minarets;balconies,concrete;glass;wood,Islamic
"This structure exemplifies the Renaissance architectural style. With its use of marble, mosaic and distinctive minarets, the design stands out. It is primarily built using marble and mosaic. The building showcases minarets, roofs and columns.",minarets;roofs;columns,marble;mosaic,Renaissance
"It is primarily built using concrete and brick. With its use of concrete, brick and distinctive columns, the design stands out.",columns;minarets;vaults;balconies,concrete;brick,Renaissance
"It is primarily built using concrete, wood and marble. With its use of concrete, wood, marble and distinctive balconies, the design stands out. The building showcases balconies, arches and minarets.",balconies;arches;minarets,concrete;wood;marble,Modernist
"With its use of plaster, stone and distinctive roofs, the design stands out. It is primarily built using plaster and stone.",roofs;vaults;minarets,plaster;stone,Medieval
"This structure exemplifies the Islamic architectural style. The building showcases roofs, stained glass and buttresses. With its use of mosaic, wood and distinctive roofs, the design stands out.",roofs;stained glass;buttresses,mosaic;wood,Islamic
"The building showcases domes, stained glass and towers. It is primarily built using marble and brick. This structure exemplifies the Islamic architectural style.",domes;stained glass;towers,marble;brick,Islamic
"It is primarily built using glass and marble. The building showcases buttresses, vaults and domes. With its use of glass, marble and distinctive buttresses, the design stands out.",buttresses;vaults;domes,glass;marble,Renaissance
"With its use of brick, plaster, concrete and distinctive buttresses, the design stands out. The building showcases buttresses, towers and balconies. It is primarily built using brick, plaster and concrete.",buttresses;towers;balconies,brick;plaster;concrete,Modernist
"It is primarily built using plaster, brick and concrete. The building showcases towers, balconies and domes. This structure exemplifies the Baroque architectural style.",towers;balconies;domes,plaster;brick;concrete,Baroque
"This structure exemplifies the Neoclassical architectural style. The building showcases domes, stained glass, buttresses and vaults. With its use of tile, concrete, plaster and distinctive domes, the design stands out.",domes;stained glass;buttresses;vaults,tile;concrete;plaster,Neoclassical
"The building showcases stained glass, arches and minarets. It is primarily built using wood and concrete. This structure exemplifies the Modernist architectural style.",stained glass;arches;minarets,wood;concrete,Modernist
"This structure exemplifies the Byzantine architectural style. With its use of plaster, concrete, tile and distinctive buttresses, the design stands out. It is primarily built using plaster, concrete and tile. The building showcases buttresses, balconies and towers.",buttresses;balconies;towers,plaster;concrete;tile,Byzantine
"This structure exemplifies the Neoclassical architectural style. With its use of concrete, tile, wood and distinctive roofs, the design stands out. The building showcases roofs and towers. It is primarily built using concrete, tile and wood.",roofs;towers,concrete;tile;wood,Neoclassical
"The building showcases minarets, towers and vaults. With its use of marble, stone, tile and distinctive minarets, the design stands out. This structure exemplifies the Romanesque architectural style. It is primarily built using marble, stone and tile.",minarets;towers;vaults,marble;stone;tile,Romanesque
"The building showcases roofs, arches, balconies and towers. With its use of concrete, glass, marble and distinctive roofs, the design stands out.",roofs;arches;balconies;towers,concrete;glass;marble,Neoclassical
"This structure exemplifies the Islamic architectural style. It is primarily built using marble, glass and tile. The building showcases roofs and balconies. With its use of marble, glass, tile and distinctive roofs, the design stands out.",roofs;balconies,marble;glass;tile,Islamic
"The building showcases minarets, towers and stained glass. This structure exemplifies the Renaissance architectural style. With its use of marble, glass, brick and distinctive minarets, the design stands out. It is primarily built using marble, glass and brick.",minarets;towers;stained glass,marble;glass;brick,Renaissance
"This structure exemplifies the Byzantine architectural style. The building showcases buttresses, balconies and columns.",buttresses;balconies;columns,brick;plaster,Byzantine
"It is primarily built using tile and wood. The building showcases buttresses, vaults and arches.",buttresses;vaults;arches,tile;wood,Medieval
"With its use of brick, mosaic, concrete and distinctive domes, the design stands out. This structure exemplifies the Renaissance architectural style.",domes;roofs;vaults,brick;mosaic;concrete,Renaissance
"The building showcases domes, buttresses and minarets. This structure exemplifies the Gothic architectural style. It is primarily built using glass, wood and tile. With its use of glass, wood, tile and distinctive domes, the design stands out.",domes;buttresses;minarets,glass;wood;tile,Gothic
"This structure exemplifies the Renaissance architectural style. It is primarily built using tile, glass and concrete. With its use of tile, glass, concrete and distinctive towers, the design stands out. The building showcases towers, buttresses and stained glass.",towers;buttresses;stained glass,tile;glass;concrete,Renaissance
"It is primarily built using glass, mosaic and stone. This structure exemplifies the Romanesque architectural style.",domes;roofs;buttresses;arches,glass;mosaic;stone,Romanesque
"The building showcases buttresses and domes. It is primarily built using marble, brick and plaster. This structure exemplifies the Gothic architectural style.",buttresses;domes,marble;brick;plaster,Gothic
"This structure exemplifies the Medieval architectural style. The building showcases vaults, arches, buttresses and minarets. It is primarily built using stone, brick and marble.",vaults;arches;buttresses;minarets,stone;brick;marble,Medieval
"It is primarily built using glass and plaster. This structure exemplifies the Islamic architectural style. With its use of glass, plaster and distinctive buttresses, the design stands out.",buttresses;stained glass,glass;plaster,Islamic
The building showcases roofs and towers. It is primarily built using concrete and plaster. This structure exemplifies the Byzantine architectural style.,roofs;towers,concrete;plaster,Byzantine
"The building showcases stained glass, vaults, towers and minarets. It is primarily built using wood and concrete. This structure exemplifies the Modernist architectural style.",stained glass;vaults;towers;minarets,wood;concrete,Modernist
"This structure exemplifies the Modernist architectural style. The building showcases minarets, roofs and vaults. With its use of tile, wood and distinctive minarets, the design stands out. It is primarily built using tile and wood.",minarets;roofs;vaults,tile;wood,Modernist
"With its use of wood, brick, stone and distinctive roofs, the design stands out. It is primarily built using wood, brick and stone. This structure exemplifies the Byzantine architectural style.",roofs;stained glass,wood;brick;stone,Byzantine
"It is primarily built using tile and wood. This structure exemplifies the Islamic architectural style. With its use of tile, wood and distinctive roofs, the design stands out.",roofs;minarets;arches;stained glass,tile;wood,Islamic
"With its use of tile, brick, plaster and distinctive columns, the design stands out. The building showcases columns, minarets and balconies. It is primarily built using tile, brick and plaster. This structure exemplifies the Gothic architectural style.",columns;minarets;balconies,tile;brick;plaster,Gothic
"This structure exemplifies the Romanesque architectural style. The building showcases minarets, roofs, buttresses and balconies. With its use of marble, brick, tile and distinctive minarets, the design stands out.",minarets;roofs;buttresses;balconies,marble;brick;tile,Romanesque
"It is primarily built using brick, mosaic and marble. This structure exemplifies the Byzantine architectural style. With its use of brick, mosaic, marble and distinctive columns, the design stands out. The building showcases columns and balconies.",columns;balconies,brick;mosaic;marble,Byzantine
"This structure exemplifies the Medieval architectural style. With its use of concrete, stone and distinctive arches, the design stands out. The building showcases arches, towers and roofs. It is primarily built using concrete and stone.",arches;towers;roofs,concrete;stone,Medieval
"The building showcases arches, minarets and buttresses. With its use of glass, mosaic, marble and distinctive arches, the design stands out.",arches;minarets;buttresses,glass;mosaic;marble,Byzantine
"This structure exemplifies the Modernist architectural style. It is primarily built using concrete, marble and wood. The building showcases towers and buttresses.",towers;buttresses,concrete;marble;wood,Modernist
"With its use of glass, plaster and distinctive vaults, the design stands out. This structure exemplifies the Renaissance architectural style. The building showcases vaults, arches and columns.",vaults;arches;columns,glass;plaster,Renaissance
"With its use of glass, plaster, tile and distinctive stained glass, the design stands out. This structure exemplifies the Gothic architectural style. It is primarily built using glass, plaster and tile.",stained glass;minarets;towers;domes,glass;plaster;tile,Gothic
